test;geometry;@id;id;@geometry;Ville et commune;Quartier;Catégorie;Nom de l'établissement
;-4.0724302,5.3406874;node/2446130574;node/2446130574;;Yopougon;;Pharmacie;Pharmacie du lavage
;-4.0659433,5.341204;node/2446130575;node/2446130575;;Yopougon;;Pharmacie;Pharmacie de la Mairie
;-4.0587784,5.3405566;node/2446130576;node/2446130576;;Yopougon;;Pharmacie;Pharmacie Les Beatitudes
;-4.0640554,5.3530726;node/2446130577;node/2446130577;;;;Pharmacie;Pharmacie Les Oliviers
;-4.0603536,5.3464597;node/2446130578;node/2446130578;;;;Pharmacie;Pharmacie Nikibel
;-4.0625105,5.3386512;node/2446130579;node/2446130579;;;;Pharmacie;Pharmacie Nouveau Quartier
;-4.0662476,5.355793;node/2446130580;node/2446130580;;;;Pharmacie;Pharmacie Sainte Rita
;-4.0677294,5.3520975;node/2446130581;node/2446130581;;;;Pharmacie;Pharmacie Segaï
;-4.0686105,5.34362;node/2446130582;node/2446130582;;;;Pharmacie;Pharmacie Selmer
;-4.0681782,5.3465153;node/2446130583;node/2446130583;;;;Pharmacie;Pharmacie Wassakara
;-4.0727649,5.3436131;node/2446130584;node/2446130584;;Yopougon;;Pharmacie;Pharmacie William-Ponty
;-4.0229295,5.3419556;node/2447258830;node/2447258830;;;;Pharmacie;Pharmacie Reboul
;-3.9655638,5.3116512;node/2459018206;node/2459018206;;;;Pharmacie;Pharmacie Leila
;-3.9734755,5.3114387;node/2461273777;node/2461273777;;Marcory;;Clinique médicale;Clinique médicale Koko
;-3.9797412,5.3026733;node/2461281843;node/2461281843;;Marcory;;Pharmacie;Pharmacie Le Meridien
;-3.9745835,5.300093;node/2461283324;node/2461283324;;;;Pharmacie;Pharmacie du Grand Marché
;-4.0548596,5.3364327;node/2462838228;node/2462838228;;Yopougon;;Pharmacie;Pharmacie Sacré-cœur
;-4.0735112,5.3500715;node/2465270506;node/2465270506;;Yopougon;;Pharmacie;Pharmacie principale
;-4.0153688,5.4237619;node/2468263080;node/2468263080;;;;Pharmacie;Pharmacie Santé
;-4.018439,5.4231124;node/2468282590;node/2468282590;;;;Pharmacie;Pharmacie La Mé
;-4.0155111,5.419834;node/2468289176;node/2468289176;;;;Pharmacie;Pharmacie de La Mairie
;-4.0113874,5.4217279;node/2468291470;node/2468291470;;;;Pharmacie;Kann’Sy
;-4.0198186,5.426908;node/2468312981;node/2468312981;;;;Pharmacie;Pharmacie de l'Étoile
;-4.0119324,5.4175208;node/2468321691;node/2468321691;;;;Pharmacie;Nouvelle Pharmacie Miria
;-4.0014965,5.3997462;node/2468323096;node/2468323096;;;;Pharmacie;Pharmacie Fatima
;-3.9712851,5.2979063;node/2469422240;node/2469422240;;Marcory;;Pharmacie;Pharmacie Bagoué
;-3.9622715,5.3034734;node/2469468308;node/2469468308;;Abidjan;;Pharmacie;Pharmacie des Sables
;-4.0555269,5.3316324;node/2471276473;node/2471276473;;Yopougon;;Pharmacie;Pharmacie Toits-Rouges
;-3.9599025,5.2951872;node/2475558245;node/2475558245;;;;Pharmacie;Pharmacie Saint François
;-3.9631907,5.3011363;node/2475561024;node/2475561024;;;;Pharmacie;Pharmacie In Challah
;-3.9675638,5.2964218;node/2476370029;node/2476370029;;;;Pharmacie;Pharmacie Khaira
;-5.913364,6.6227975;node/2483017354;node/2483017354;;Sinfra;;Pharmacie;Pharmacie de Sinfra
;-3.9576197,5.3012296;node/2484690751;node/2484690751;;;;Pharmacie;Pharmacie du Marais
;-3.9528813,5.2991259;node/2493725120;node/2493725120;;;;Pharmacie;Pharmacie Prodomo
;-3.9540893,5.2973883;node/2493733854;node/2493733854;;;;Pharmacie;Pharmacie Saint Sauveur
;-3.955755,5.2939123;node/2493734633;node/2493734633;;;;Pharmacie;Pharmacie Beniabie
;-3.9558489,5.2939016;node/2493737349;node/2493737349;;;;Clinique médicale;Clinique Axe optique
;-4.0035477,5.3372554;node/2499821737;node/2499821737;;Cocody;;Pharmacie;Pharmacie Saint-Jean
;-3.997705,5.3617174;node/2508539314;node/2508539314;;Cocody;Deux Plateaux;Pharmacie;Pharmacie Latrille
;-3.9972212,5.3656722;node/2508541673;node/2508541673;;Cocody;Deux Plateaux;Pharmacie;Pharmacie Orchid
;-4.100041,5.3148424;node/2513699725;node/2513699725;;;;Pharmacie;Pharmacie de Niangon Lokoa
;-4.099369,5.3189766;node/2513699726;node/2513699726;;;;Pharmacie;Pharmacie des espérances
;-5.0300772,7.6813055;node/2544902516;node/2544902516;;Bouaké;;Pharmacie;Pharmacie de la Place
;-4.0263818,5.340781;node/2550498686;node/2550498686;;Adjamé;;Pharmacie;Pharmacie d'Adjamé-Santé
;-3.9594942,5.3634869;node/2575163567;node/2575163567;;Cocody;;Pharmacie;Pharmacie de la palmeraie
;-3.9707658,5.2981314;node/2604141815;node/2604141815;;;;Clinique médicale;Clinique Liring
;-4.1026381,5.3293434;node/2678433328;node/2678433328;;;;Pharmacie;Pharmacie Niangon Nord
;-4.1088047,5.3236882;node/2696374105;node/2696374105;;;;Pharmacie;Pharmacie Lagoma
;-4.0976411,5.3632605;node/2745345968;node/2745345968;;;;Pharmacie;Pharmacie de Gesco
;-3.9496891,5.3092429;node/2761139134;node/2761139134;;;;Pharmacie;Pharmacie Saint-Paul
;-3.947683,5.3102325;node/2762278869;node/2762278869;;;;Pharmacie;Phamacie Fanny
;-3.9451578,5.3045042;node/2763889791;node/2763889791;;;;Pharmacie;Pharmacie campement
;-4.0019693,5.3354868;node/2778059474;node/2778059474;;Cocody;;Pharmacie;Pharmacie Boulevard de France
;-4.0747959,5.3423827;node/2804426641;node/2804426641;;Yopougon;;Pharmacie;Pharmacie Saint-André
;-4.0348825,5.3573711;node/2864434305;node/2864434305;;;;Pharmacie;Pharmacie Christ Stella
;-3.9978189,5.3693487;node/2898894066;node/2898894066;;Cocody;Deux Plateaux;Pharmacie;Pharmacie des 2 Plateaux
;-3.9924989,5.3878642;node/2898937205;node/2898937205;;Cocody;Deux Plateaux;Pharmacie;Pharmacie Saint Gabriel
;-4.006872,5.4109278;node/2899056622;node/2899056622;;;;Clinique médicale;Clinique centrale d'Abobo
;-4.0065582,5.4052375;node/2899068224;node/2899068224;;;;Pharmacie;Pharmacie Plateau Dokui
;-4.0147336,5.4327675;node/2899084831;node/2899084831;;;;Pharmacie;Pharmacie Saint François Xavier
;-4.0124778,5.4339744;node/2899086939;node/2899086939;;;;Pharmacie;Pharmacie de la Sogefiha
;-4.0200109,5.3587165;node/2902905787;node/2902905787;;;;Pharmacie;Pharmacie Adjamé Latin
;-4.1005786,5.3400239;node/2915038071;node/2915038071;;Yopougon;Maroc Anador;Pharmacie;Pharmacie Maroc
;-4.0192937,5.349435;node/2924123675;node/2924123675;;;;Pharmacie;Pharmacie Espoir
;-3.9895663,5.2997742;node/2938824916;node/2938824916;;;;Pharmacie;Pharmacie du Carrefour
;-4.0993671,5.3467909;node/2948303658;node/2948303658;;;;Pharmacie;Pharmacie du Progres
;-3.8879569,5.3573049;node/2960508954;node/2960508954;;;;Pharmacie;Pharmacie Principale de Bingerville
;-3.9782585,5.3572365;node/2989750715;node/2989750715;;;;Pharmacie;Pharmacie Saint Ange
;-4.0116529,5.3055632;node/3015620991;node/3015620991;;Treichville;;Clinique médicale;Clinique Harmonie
;-4.0138728,5.3070421;node/3015620992;node/3015620992;;;;Clinique médicale;Clinique La Mascotte
;-4.0091424,5.3045163;node/3015621028;node/3015621028;;Treichville;;Pharmacie;Pharmacie Alpha 16
;-4.0028159,5.3001693;node/3015621029;node/3015621029;;;;Pharmacie;Pharmacie d'Arras
;-4.0143854,5.3066198;node/3015621030;node/3015621030;;;;Pharmacie;Pharmacie Flora
;-4.0113095,5.3045428;node/3015621031;node/3015621031;;;;Pharmacie;Pharmacie La Grâce
;-4.005677,5.305654;node/3015621032;node/3015621032;;Treichville;;Pharmacie;Pharmacie Merouane
;-4.0040667,5.3038611;node/3015623533;node/3015623533;;Treichville;;Pharmacie;Pharmacie Notre-Dame
;-4.0029192,5.3006701;node/3015623534;node/3015623534;;;;Pharmacie;Pharmacie Ode
;-4.0120687,5.3059906;node/3015623535;node/3015623535;;Treichville;;Pharmacie;Pharmacie Rue 12
;-4.026204,5.3444314;node/3017000439;node/3017000439;;Adjamé;;Pharmacie;Pharmacie du marché
;-4.026625,5.345772;node/3017000440;node/3017000440;;Adjamé;;Pharmacie;Pharmacie du forum
;-4.0205309,5.3526715;node/3017000441;node/3017000441;;;;Pharmacie;Pharmacie Koro
;-4.0227042,5.3490948;node/3017000442;node/3017000442;;Adjamé;;Pharmacie;Pharmacie Marché Gouro
;-4.0250954,5.3466992;node/3017000443;node/3017000443;;Adjamé;;Pharmacie;Pharmacie Sainte-Marie
;-4.0217197,5.3511811;node/3017000444;node/3017000444;;;;Pharmacie;Pharmacie Sénève
;-5.0254556,7.6906127;node/3018325479;node/3018325479;;;;Pharmacie;Pharmacie du centre
;-3.9824791,5.2870905;node/3025219733;node/3025219733;;Marcory;;Pharmacie;Pharmacie Lanvia
;-3.9897357,5.2953745;node/3025272710;node/3025272710;;;;Pharmacie;Pharmacie de la Zone 3
;-3.7345512,5.2081565;node/3043869179;node/3043869179;;Grand Bassam;;Pharmacie;Pharmacie Littoral
;-3.7346051,5.2085565;node/3043894394;node/3043894394;;Grand Bassam;;Pharmacie;Pharmacie Saint Amans
;-3.9684052,5.2999326;node/3047090555;node/3047090555;;Koumassi;;Pharmacie;Pharmacie du canal
;-4.0770513,5.3315946;node/3067775397;node/3067775397;;Yopougon;;Pharmacie;Pharmacie LEM
;-4.0040769,5.3432671;node/3069866010;node/3069866010;;;;Pharmacie;Pharmacie Saint François De Danga
;-4.0206899,5.4463775;node/3131355370;node/3131355370;;;;Pharmacie;Pharmacie Belle Cité
;-3.9630857,5.3767269;node/3132898939;node/3132898939;;;;Pharmacie;Sainte-Marie des Béatitudes
;-5.0281531,7.6842953;node/3133423787;node/3133423787;;;;Pharmacie;Pharmacie du Commerce Kodjo
;-3.9652039,5.3716977;node/3136899564;node/3136899564;;;;Pharmacie;Pharmacie Saint-Paul
;-3.9934671,5.2967819;node/3136912490;node/3136912490;;;;Clinique vétérinaire;Centrale de Prophylaxie Vétérinaire
;-3.9645366,5.3807781;node/3139543320;node/3139543320;;;;Pharmacie;Pharmacie Les Rosiers
;-4.0145841,5.303974;node/3142600531;node/3142600531;;;;Pharmacie;Pharmacie Sainte-Jeanne
;-3.9618248,5.3735824;node/3142600541;node/3142600541;;;;Pharmacie;Pharmacie Rosiers
;-4.0056693,5.2960541;node/3144239848;node/3144239848;;;;Pharmacie;Pharmacie Les Archanges
;-4.0154251,5.3414057;node/3144240806;node/3144240806;;;;Pharmacie;Pharmacie de la Corniche
;-3.9795361,5.3569692;node/3144241936;node/3144241936;;;;Clinique médicale;Clinique Médicale Sainte-Philomène
;-4.0117676,5.3072073;node/3144242204;node/3144242204;;;;Pharmacie;Pharmacie du Grand Marché
;-4.0115003,5.3442107;node/3144242208;node/3144242208;;;;Pharmacie;Pharmacie du Lycée Technique
;-3.9927496,5.3773579;node/3145395508;node/3145395508;;Cocody;Deux Plateaux;Pharmacie;Pharmacie Sainte Cécile
;-3.1388312,5.7981039;node/3145619025;node/3145619025;;;;Pharmacie;Pharmacie de Yaou
;-3.9712148,5.3609637;node/3145725168;node/3145725168;;;;Pharmacie;Pharmacie de Bounounim
;-3.9906204,5.3741301;node/3147058844;node/3147058844;;Cocody;Deux Plateaux;Pharmacie;Pharmacie Arc-en-ciel
;-3.9878665,5.3841623;node/3147059045;node/3147059045;;Cocody;Deux Plateaux;Pharmacie;Pharmacie Les Sept Lys
;-3.7371528,5.2113916;node/3152313936;node/3152313936;;;;Clinique médicale;Centre Médical M'Baphouet
;-4.0052566,5.3071442;node/3157661251;node/3157661251;;;;Pharmacie;Nouvelle Pharmacie Nanan Yamoussou
;-3.9590591,5.3695041;node/3161306363;node/3161306363;;;;Pharmacie;Pharmacie du Bonheur
;-3.9767776,5.3008106;node/3163279429;node/3163279429;;;;Pharmacie;Pharmacie Amitie
;-3.9789846,5.3639608;node/3163359848;node/3163359848;;;;Pharmacie;Pharmacie Bethel
;-3.9793333,5.3672522;node/3163363578;node/3163363578;;;;Pharmacie;Pharmacie St Bernard
;-3.9808177,5.3488336;node/3163381220;node/3163381220;;;;Pharmacie;Pharmacie Belle Epine
;-3.9776064,5.3449235;node/3163382546;node/3163382546;;;;Pharmacie;Pharmacie les Elias
;-4.022447,5.3254343;node/3170063464;node/3170063464;;;;Pharmacie;Pharmacie du Longchamp
;-3.9791103,5.3931596;node/3170460528;node/3170460528;;;;Pharmacie;Pharmacie Cellule Sainte
;-3.9784192,5.2939651;node/3174960708;node/3174960708;;Marcory;;Pharmacie;Pharmacie Elite
;-3.9763351,5.3052437;node/3174960712;node/3174960712;;;;Pharmacie;Pont d'Anoumabo
;-4.0207588,5.3552917;node/3177106079;node/3177106079;;;;Pharmacie;Quartier Ebrié
;-3.9907671,5.4060263;node/3178557828;node/3178557828;;;;Pharmacie;Pharmacie Bel Horizon
;-3.9747036,5.3078008;node/3198578950;node/3198578950;;;;Clinique médicale;Clinique
;-3.9827492,5.3031843;node/3207132436;node/3207132436;;;;Pharmacie;Pharmacie Ebathe
;-3.9807182,5.2971979;node/3207134520;node/3207134520;;;;Pharmacie;Pharmacie Tiacoh
;-3.9893694,5.3083043;node/3207134521;node/3207134521;;;;Pharmacie;Pharmacie PTT
;-3.9475484,5.3008916;node/3218939368;node/3218939368;;;;Pharmacie;Pharmacie Mesano
;-5.2789352,6.8199786;node/3254374039;node/3254374039;;;;Pharmacie;Pharmacie de Yamoussoukro
;-5.2640088,6.8115904;node/3254375322;node/3254375322;;;;Pharmacie;Pharmacie 220 Logements
;-5.2760282,6.8198352;node/3254376345;node/3254376345;;;;Pharmacie;Pharmacie Sanitas
;-4.0128852,5.3083235;node/3277255119;node/3277255119;;;;Pharmacie;Pharmacie Roy
;-4.004067,5.3964283;node/3277401285;node/3277401285;;;;Pharmacie;Pharmacie Sainte Odile
;-5.2696557,6.7929134;node/3281670371;node/3281670371;;;;Pharmacie;Pharmacie de la fondation
;-3.9948043,5.4133794;node/3282236355;node/3282236355;;;;Pharmacie;Pharmacie Actuelle
;-4.0062612,5.4106283;node/3282351225;node/3282351225;;;;Pharmacie;Pharmacie Abobote
;-4.0151934,5.4275419;node/3282351226;node/3282351226;;;;Pharmacie;Pharmacie Abobo Grand Marché
;-4.0064229,5.3994623;node/3282387370;node/3282387370;;;;Pharmacie;Pharmacie Azur
;-4.015083,5.4203761;node/3284931349;node/3284931349;;;;Clinique médicale;Clinique Fatima
;-4.091831,5.3156811;node/3286057934;node/3286057934;;Yopougon;;Pharmacie;Pharmacie Niangon sud
;-4.1034326,5.3221012;node/3287700161;node/3287700161;;Yopougon;;Pharmacie;Pharmacie Jean-Pierre
;-4.0802419,5.3425079;node/3287708271;node/3287708271;;Yopougon;;Pharmacie;Pharmacie des 3 Ponts
;-4.0122651,5.371906;node/3287874986;node/3287874986;;Adjamé;;Pharmacie;Pharmacie St Uriel de pailler
;-4.0207905,5.3311847;node/3290882396;node/3290882396;;;;Pharmacie;Pharmacie du Palais de Justice du Plateau
;-3.6329284,5.2409567;node/3296328683;node/3296328683;;;;Clinique médicale;Centre de Santé Yaou
;-3.6295055,5.2444359;node/3296490790;node/3296490790;;;;Clinique médicale;Kassidy
;-4.0205277,5.438138;node/3311880924;node/3311880924;;;;Pharmacie;Pharmacie Matene
;-4.0169819,5.3235985;node/3319166948;node/3319166948;;;;Pharmacie;Pharmacie Avenue Chardy
;-4.0933656,5.3220028;node/3323397148;node/3323397148;;;;Pharmacie;Pharmacie Beyniouah
;-3.9756833,5.3478871;node/3326430680;node/3326430680;;Cocody;;Pharmacie;Pharmacie Saint Atanase
;-3.9379082,5.3091312;node/3369197159;node/3369197159;;;;Pharmacie;Phamacie Le Roc
;-3.9848065,5.3744748;node/3393273193;node/3393273193;;;;Pharmacie;Pharmacie Dunia
;-3.968948,5.2883419;node/3396919784;node/3396919784;;;;Pharmacie;Pharmacie de Koumassi
;-3.9686657,5.2902309;node/3396931146;node/3396931146;;;;Pharmacie;Pharmacie M'Pike
;-4.0791509,5.347755;node/3401914231;node/3401914231;;;;Pharmacie;Pharmacie Phenix
;-3.9959263,5.3596925;node/3406198869;node/3406198869;;;;Clinique dentaire;
;-4.0975114,5.3400734;node/3407617164;node/3407617164;;;;Pharmacie;Pharmacie Zeulayet
;-4.0964414,5.3437759;node/3413371743;node/3413371743;;;;Pharmacie;Pharmacie Les Elysées
;-4.0909532,5.335046;node/3423832504;node/3423832504;;;;Pharmacie;Pharmacie Saint Hermann
;-4.0024833,5.2943489;node/3424767188;node/3424767188;;;;Pharmacie;Pharmacie du Rond-Point du CHU
;-4.4204767,5.2043054;node/3441511698;node/3441511698;;;;Pharmacie;
;-4.1263334,5.3375011;node/3441570823;node/3441570823;;;;Pharmacie;Pharmacie Notre-Dame de la paix
;-4.0267482,5.3716982;node/3499189603;node/3499189603;;;;Pharmacie;Pharmacie Rapha
;-3.8007998,5.4735005;node/3509960569;node/3509960569;;;;Clinique dentaire;Dispensaire Rural
;-3.9628414,5.3548512;node/3510555500;node/3510555500;;;;Clinique vétérinaire;Clinique Vétérinaire de la Riviéra
;-4.0167065,5.319949;node/3536036844;node/3536036844;;Plateau;;Pharmacie;Pharmacie Animan
;-4.0112683,5.3443531;node/3569681262;node/3569681262;;Cocody;;Clinique vétérinaire;Clinique Veterinaire Lycée Technique
;-4.0545224,5.3220859;node/3577241558;node/3577241558;;;;Pharmacie;Pharmacie Carrefour Koweit
;-4.0964574,5.32746;node/3588823043;node/3588823043;;;;Pharmacie;Pharmacie Sainte Rita
;-3.9770936,5.3955834;node/3600111038;node/3600111038;;;;Pharmacie;Pharmacie Arums
;-3.9824185,5.4056726;node/3600355061;node/3600355061;;;;Pharmacie;Pharmacie Esperance
;-3.9330284,5.2544263;node/3615730909;node/3615730909;;;;Pharmacie;Pharmacie Akwaba
;-6.6318285,4.7440888;node/3633072499;node/3633072499;;;;Pharmacie;
;-3.7405218,5.2158367;node/3652004134;node/3652004134;;Grand Bassam;;Pharmacie;Pharmacie Yélé
;-3.7356447,5.2056478;node/3652855356;node/3652855356;;Grand Bassam;;Pharmacie;Pharmacie du Marché
;-3.7325402,5.2079501;node/3654402847;node/3654402847;;;;Clinique médicale;Clinique Tortues
;-3.7544523,5.2112228;node/3657938633;node/3657938633;;Grand Bassam;;Pharmacie;Pharmacie de la Cathédrale
;-4.0271856,5.355871;node/3665101722;node/3665101722;;;;Pharmacie;Pharmacie des Gares
;-4.0256853,5.3502011;node/3665823355;node/3665823355;;;;Pharmacie;Pharmacie du Banco
;-4.0258829,5.3475397;node/3665865079;node/3665865079;;;;Pharmacie;Pharmacie Gbédé
;-4.0824876,5.3476789;node/3665977478;node/3665977478;;;;Pharmacie;Pharmacie et laboratoire Maison Blanche
;-4.08758,5.347148;node/3666023272;node/3666023272;;;;Pharmacie;Pharmacie Port-Bouët II
;-3.9250707,5.3575264;node/3709521097;node/3709521097;;;;Pharmacie;Pharmacie Eau Vive
;-4.0194217,5.3250745;node/3725778378;node/3725778378;;;;Clinique dentaire;Cabinet dentaire Faddoul
;-3.9735443,5.3114348;node/3726790494;node/3726790494;;Marcory;;Pharmacie;Pharmacie Miséricorde
;-3.7261136,5.2217178;node/3737692096;node/3737692096;;Grand Bassam;;Pharmacie;Pharmacie Le Réel
;-3.940928,5.3072032;node/3745998064;node/3745998064;;Koumassi;;Pharmacie;Pharmacie Babakan
;-3.7436921,5.2195746;node/3750010235;node/3750010235;;;;Clinique médicale;Clinique Esther de Grand-Bassam
;-5.0381016,7.7026753;node/3762731238;node/3762731238;;;;Pharmacie;Pharmacie des Districts Sanitaires
;-5.0278441,7.6816297;node/3764274768;node/3764274768;;;;Pharmacie;Pharmacie du Gbeke
;-5.0367556,7.7053295;node/3768838089;node/3768838089;;;;Pharmacie;Pharmacie des Champs
;-5.0367063,7.6827124;node/3779838414;node/3779838414;;;;Pharmacie;Pharmacie de N'Gatakro
;-4.0214181,5.3258684;node/3784306923;node/3784306923;;;;Clinique médicale;Clinique externat saint paul
;-4.0203882,5.325871;node/3784306925;node/3784306925;;;;Pharmacie;Pharmacie des finances
;-4.0010603,5.3564204;node/3784811221;node/3784811221;;;;Clinique médicale;Polyclinique Saint-Jacques
;-3.9154798,5.2426007;node/3788677913;node/3788677913;;;;Pharmacie;Pharmacie Santé Pour Tous
;-4.0892885,5.339245;node/3810933827;node/3810933827;;;;Pharmacie;Pharmacie Roxanne
;-3.4878618,6.7311795;node/3840337963;node/3840337963;;;;Pharmacie;Pharmacie du marché
;-4.0188864,5.3185549;node/3848626007;node/3848626007;;;;Pharmacie;Pharmacie du memorial
;-4.0150382,5.4362977;node/3870504806;node/3870504806;;;;Pharmacie;Pharmacie de la Cité
;-5.629358,9.4412762;node/3887369814;node/3887369814;;;;Pharmacie;Pharmacie Nour
;-5.6323082,9.4564542;node/3891899844;node/3891899844;;;;Pharmacie;
;-3.7397185,5.196317;node/3916605797;node/3916605797;;;;Clinique médicale;Dispensaire Medico-Scolaire
;-3.7384967,5.2077096;node/3929741005;node/3929741005;;;;Clinique médicale;Cabinet Médical La Rose
;-3.7388887,5.2080895;node/3929762002;node/3929762002;;Grand Bassam;;Pharmacie;Pharmacie Wassia
;-3.9859791,5.3832122;node/3930469666;node/3930469666;;Cocody;Deux Plateaux;Clinique médicale;Clinique Médicale la Colombe
;-4.0552879,5.3223285;node/3930671811;node/3930671811;;;;Clinique dentaire;Labo Prothèse Dentaire Coco
;-4.0544932,5.3224605;node/3930702861;node/3930702861;;;;Clinique médicale;Polyclinique de Yopougon
;-4.0575272,5.3234843;node/3931395835;node/3931395835;;;;Clinique dentaire;Laboratoire de Prothèse Dentaire
;-4.0537253,5.3220701;node/3936423734;node/3936423734;;;;Pharmacie;Pharmacie Clinique Chinoise
;-4.0685296,5.3558837;node/3950224766;node/3950224766;;;;Pharmacie;Pharmacie Paloma
;-4.0042078,5.4084656;node/3951418443;node/3951418443;;;;Pharmacie;Pharmacie Nouram
;-3.9767631,5.2854984;node/3953384725;node/3953384725;;;;Pharmacie;Pharmacie Canaan
;-5.163443,9.0694061;node/3958625520;node/3958625520;;Tafiré;;Pharmacie;Pharmacie du marché
;-5.5872492,5.1044198;node/3961320010;node/3961320010;;;;Pharmacie;Pharmacie Fresco
;-3.9911651,5.3615428;node/3974043657;node/3974043657;;;;Pharmacie;Pharmacie Aurore
;-3.9919395,5.3557648;node/3974043658;node/3974043658;;;;Pharmacie;Pharmacie Saint Gil
;-3.9862712,5.2870415;node/3975615093;node/3975615093;;;;Clinique dentaire;Cabinet Dentaire de la Zone 4
;-3.9840437,5.2837256;node/3975615115;node/3975615115;;;;Pharmacie;Pharmacie Nouvelle Pergola
;-3.9768553,5.2855209;node/3992174028;node/3992174028;;;;Clinique médicale;Clinique Médicale Rima
;-3.9733355,5.3016554;node/3995475494;node/3995475494;;;;Clinique médicale;Clinique johanna
;-3.969992,5.2927935;node/3995475512;node/3995475512;;;;Pharmacie;Pharmacie Soleil
;-3.9107333,5.3720286;node/4000838263;node/4000838263;;;;Pharmacie;Pharmacie Saint Silvestre
;-3.8775397,5.3533067;node/4000853778;node/4000853778;;;;Pharmacie;
;-3.8828222,5.3565631;node/4000853783;node/4000853783;;;;Pharmacie;Pharmacie du Marché
;-3.9947496,5.3807086;node/4003441155;node/4003441155;;;;Pharmacie;Pharmacie Las Palmas
;-3.9884707,5.3911324;node/4003441191;node/4003441191;;;;Pharmacie;Pharmacie de la 7ᵉ Tranche
;-3.9739711,5.3853144;node/4003470431;node/4003470431;;;;Pharmacie;Pharmacie Hermes
;-3.9631243,5.3641459;node/4003509537;node/4003509537;;;;Pharmacie;Pharmacie Notre-Dame de l'Incarnation
;-4.000155,5.3369531;node/4006159273;node/4006159273;;;;Pharmacie;Pharmacie de Cocody
;-4.0582734,5.3268543;node/4006546137;node/4006546137;;;;Pharmacie;Pharmacie Chigata
;-3.9612916,5.2569968;node/4010726751;node/4010726751;;;;Pharmacie;Pharmacie Ocean
;-3.9716152,5.2884308;node/4011580142;node/4011580142;;Koumassi;;Pharmacie;Nouvelle Pharmacie du Boulvard
;-3.9660246,5.2914254;node/4011580143;node/4011580143;;Koumassi;;Pharmacie;Pharmacie Climbié
;-4.0161018,5.3086684;node/4013672698;node/4013672698;;;;Pharmacie;Pharmacie France-Afrique
;-4.0095608,5.3109821;node/4013673298;node/4013673298;;;;Pharmacie;
;-4.0080436,5.3085808;node/4014277726;node/4014277726;;;;Pharmacie;Pharmacie des trois mosques
;-3.9740112,5.2847453;node/4018839991;node/4018839991;;;;Pharmacie;Pharmacie St. Joseph
;-3.9767344,5.2806319;node/4019333307;node/4019333307;;;;Pharmacie;Pharmacie Perusia
;-3.9736885,5.2985203;node/4019811759;node/4019811759;;;;Pharmacie;Pharmacie Mahan diana
;-5.2776513,6.8207899;node/4023332922;node/4023332922;;;;Pharmacie;Pharmacie Aboh
;-5.2710116,6.8246972;node/4023332923;node/4023332923;;;;Pharmacie;Pharmacie Erginal
;-4.0107623,5.3019649;node/4027046836;node/4027046836;;;;Pharmacie;Pharmacie du Levant
;-6.5927899,5.5724043;node/4052762164;node/4052762164;;;;Pharmacie;Pharmacie Sainte Delphine
;-3.9980739,5.3350438;node/4063656141;node/4063656141;;;;Pharmacie;Pharmacie Sainte Marie
;-3.9993238,5.3441371;node/4064423784;node/4064423784;;;;Pharmacie;Pharmacie des Arts
;-4.0020301,5.3399377;node/4064423785;node/4064423785;;;;Pharmacie;Pharmacie Mermoz
;-6.5311018,5.3194706;node/4068614774;node/4068614774;;;;Hôpital;Dispensaire de Gnintitoigui 1
;-4.1005749,5.358791;node/4084427768;node/4084427768;;;;Pharmacie;Pharmacie Peniel
;-4.1001892,5.354724;node/4084772408;node/4084772408;;;;Pharmacie;Pharmacie Ananeraie
;-3.9755839,5.2732484;node/4107240195;node/4107240195;;;;Pharmacie;Pharmacie Notre-Dame d'Afrique
;-3.981225,5.2770149;node/4107257189;node/4107257189;;;;Pharmacie;Pharmacie de Bietry
;-5.6344712,9.4704465;node/4117433024;node/4117433024;;;;Pharmacie;Pharmacie Nassara
;-5.6304475,9.4465458;node/4117464454;node/4117464454;;;;Pharmacie;Pharmacie palais de justice
;-5.0340244,7.6858381;node/4119388923;node/4119388923;;;;Pharmacie;Pharmacie El-Nissi
;-5.6307955,9.443231;node/4131194481;node/4131194481;;;;Pharmacie;
;-5.6380268,9.4600899;node/4135287585;node/4135287585;;;;Pharmacie;Pharmacie de la Grande Mosquée
;-5.0321954,7.6928168;node/4139992389;node/4139992389;;;;Pharmacie;Pharmacie Koko
;-3.9576195,5.2562845;node/4191723264;node/4191723264;;;;Pharmacie;Pharmacie balnéaire
;-3.5950912,5.271157;node/4196918167;node/4196918167;;;;Pharmacie;Pharmacie de l'Oree
;-3.5969774,5.2693455;node/4196918168;node/4196918168;;;;Pharmacie;Pharmacie Eden
;-3.9870876,5.4090062;node/4203066967;node/4203066967;;;;Pharmacie;Pharmacie des allées
;-4.0731359,5.334089;node/4247072825;node/4247072825;;;;Pharmacie;Pharmacie de l'Antenne
;-4.0343327,5.3572007;node/4249745831;node/4249745831;;;;Pharmacie;Pharmacie Christ Stella
;-7.5504965,7.395897;node/4256196723;node/4256196723;;;;Pharmacie;
;-4.2065206,6.6514385;node/4256920799;node/4256920799;;;;Pharmacie;Pharmacie de Sion
;-5.9468533,6.126889;node/4257720847;node/4257720847;;;;Pharmacie;Pharmacie Centrale
;-2.7926518,5.2923559;node/4257896778;node/4257896778;;;;Pharmacie;Pharmacie Slalom
